No. of obs,Cluster no., KWH   ,,,,,,,,,,,
4107,3,0.3647,,,,,,,,,,,
4108,3,0.2992,,,,,,,,,,,
4109,3,0.3111,,,,,,,,,,,
4110,3,0.325,,,,,,,,,,,
4111,3,0.3107,,,,,,,,,,,
4112,3,0.3267,,,,,,,,,,,
4113,3,0.3317,,,,,,,,,,,
4114,3,0.3332,,,,,,,,,,,
4115,3,0.3023,,,,,,,,,,,
4116,3,0.2467,,,,,,,,,,,
4117,3,0.1821,,,,,,,,,,,
4118,2,0.1036,,,,,,,,,,,
4119,2,0.0509,,,,,,,,,,,
4120,2,0.0418,,,,,,,,,,,
4121,2,0.0431,,,,,,,,,,,
4122,2,0.0423,,,,,,,,,,,
4123,2,0.0418,,,,,,,,,,,
4124,2,0.0414,,,,,,,,,,,
4125,2,0.0411,,,,,,,,,,,
4126,2,0.0333,,,,,,,,,,,
4127,2,0.0145,,,,,,,,,,,
4128,2,0.035,,,,,,,,,,,
4129,2,0.0161,,,,,,,,,,,
4130,2,0.0123,,,,,,,,,,,
4131,2,0.0131,,,,,,,,,,,
4132,2,0.0121,,,,,,,,,,,
4133,2,0.0134,,,,,,,,,,,
4134,2,0.0122,,,,,,,,,,,
4135,2,0.0135,,,,,,,,,,,
4136,2,0.0125,,,,,,,,,,,
4137,2,0.0135,,,,,,,,,,,
4138,2,0.0126,,,,,,,,,,,
4139,2,0.013,,,,,,,,,,,
4140,2,0.0127,,,,,,,,,,,
4141,2,0.0125,,,,,,,,,,,
4142,2,0.0148,,,,,,,,,,,
4143,2,0.017,,,,,,,,,,,
4144,2,0.0161,,,,,,,,,,,
4145,2,0.0186,,,,,,,,,,,
4146,2,0.033,,,,,,,,,,,
4147,2,0.139,,,,,,,,,,,
4148,3,0.2458,,,,,,,,,,,
4149,3,0.3045,,,,,,,,,,,
4150,3,0.3312,,,,,,,,,,,
4151,3,0.35,,,,,,,,,,,
4152,3,0.354,,,,,,,,,,,
4153,3,0.3824,,,,,,,,,,,
4154,3,0.3898,,,,,,,,,,,
4155,3,0.3869,,,,,,,,,,,
4156,3,0.3325,,,,,,,,,,,
4157,3,0.3317,,,,,,,,,,,
4158,3,0.3529,,,,,,,,,,,
4159,3,0.3027,,,,,,,,,,,
4160,3,0.299,,,,,,,,,,,
4161,3,0.318,,,,,,,,,,,
4162,3,0.2967,,,,,,,,,,,
4163,3,0.2429,,,,,,,,,,,
4164,3,0.2172,,,,,,,,,,,
4165,3,0.177,,,,,,,,,,,
4166,2,0.1311,,,,,,,,,,,
4167,2,0.0719,,,,,,,,,,,
4168,2,0.0641,,,,,,,,,,,
4169,2,0.0704,,,,,,,,,,,
4170,2,0.0657,,,,,,,,,,,
4171,2,0.0563,,,,,,,,,,,
4172,2,0.0241,,,,,,,,,,,
4173,2,0.0158,,,,,,,,,,,
4174,2,0.0116,,,,,,,,,,,
4175,2,0.0121,,,,,,,,,,,
4176,2,0.0126,,,,,,,,,,,
4177,2,0.0124,,,,,,,,,,,
4178,2,0.012,,,,,,,,,,,
4179,2,0.0133,,,,,,,,,,,
4180,2,0.0115,,,,,,,,,,,
4181,2,0.0134,,,,,,,,,,,
4182,2,0.0117,,,,,,,,,,,
4183,2,0.0133,,,,,,,,,,,
4184,2,0.0122,,,,,,,,,,,
4185,2,0.0129,,,,,,,,,,,
4186,2,0.0124,,,,,,,,,,,
4187,2,0.0125,,,,,,,,,,,
4188,2,0.0125,,,,,,,,,,,
4189,2,0.0126,,,,,,,,,,,
4190,2,0.0149,,,,,,,,,,,
4191,2,0.0171,,,,,,,,,,,
4192,2,0.0158,,,,,,,,,,,
4193,2,0.0186,,,,,,,,,,,
4194,2,0.051,,,,,,,,,,,
4195,2,0.1396,,,,,,,,,,,
4196,3,0.2282,,,,,,,,,,,
4197,3,0.2449,,,,,,,,,,,
4198,3,0.2563,,,,,,,,,,,
4199,3,0.3036,,,,,,,,,,,
4200,3,0.3158,,,,,,,,,,,
4201,3,0.3087,,,,,,,,,,,
4202,3,0.2972,,,,,,,,,,,
4203,3,0.2939,,,,,,,,,,,
4204,3,0.2336,,,,,,,,,,,
4205,3,0.2766,,,,,,,,,,,
4206,3,0.3312,,,,,,,,,,,
4207,3,0.321,,,,,,,,,,,
4208,3,0.3048,,,,,,,,,,,
4209,3,0.2825,,,,,,,,,,,
4210,3,0.2841,,,,,,,,,,,
4211,3,0.2386,,,,,,,,,,,
4212,3,0.2248,,,,,,,,,,,
4213,3,0.1899,,,,,,,,,,,
4214,2,0.0806,,,,,,,,,,,
4215,2,0.0517,,,,,,,,,,,
4216,2,0.0198,,,,,,,,,,,
4217,2,0.0189,,,,,,,,,,,
4218,2,0.0165,,,,,,,,,,,
4219,2,0.0139,,,,,,,,,,,
4220,2,0.034,,,,,,,,,,,
4221,2,0.0143,,,,,,,,,,,
4222,2,0.012,,,,,,,,,,,
4223,2,0.0092,,,,,,,,,,,
4224,2,0.0086,,,,,,,,,,,
4225,2,0.0087,,,,,,,,,,,
4226,2,0.0099,,,,,,,,,,,
4227,2,0.0076,,,,,,,,,,,
4228,2,0.01,,,,,,,,,,,
4229,2,0.009,,,,,,,,,,,
4230,2,0.0087,,,,,,,,,,,
4231,2,0.009,,,,,,,,,,,
4232,2,0.01,,,,,,,,,,,
4233,2,0.0077,,,,,,,,,,,
4234,2,0.0103,,,,,,,,,,,
4235,2,0.0083,,,,,,,,,,,
4236,2,0.0093,,,,,,,,,,,
4237,2,0.0087,,,,,,,,,,,
4238,2,0.0106,,,,,,,,,,,
4239,2,0.0138,,,,,,,,,,,
4240,2,0.0136,,,,,,,,,,,
4241,2,0.0247,,,,,,,,,,,
4242,2,0.068,,,,,,,,,,,
4243,2,0.1503,,,,,,,,,,,
4244,3,0.275,,,,,,,,,,,
4245,3,0.3006,,,,,,,,,,,
4246,3,0.3164,,,,,,,,,,,
4247,3,0.3737,,,,,,,,,,,
4248,3,0.3642,,,,,,,,,,,
4249,3,0.342,,,,,,,,,,,
4250,3,0.3282,,,,,,,,,,,
4251,3,0.3215,,,,,,,,,,,
4252,3,0.2746,,,,,,,,,,,
4253,3,0.2746,,,,,,,,,,,
4254,3,0.3195,,,,,,,,,,,
4255,3,0.3187,,,,,,,,,,,
4256,3,0.3045,,,,,,,,,,,
4257,3,0.3301,,,,,,,,,,,
4258,3,0.3046,,,,,,,,,,,
4259,3,0.2895,,,,,,,,,,,
4260,3,0.2663,,,,,,,,,,,
4261,3,0.1835,,,,,,,,,,,
4262,2,0.1108,,,,,,,,,,,
4263,2,0.0697,,,,,,,,,,,
4264,2,0.0508,,,,,,,,,,,
4265,2,0.0342,,,,,,,,,,,
4266,2,0.0142,,,,,,,,,,,
4267,2,0.0378,,,,,,,,,,,
4268,2,0.0323,,,,,,,,,,,
4269,2,0.0139,,,,,,,,,,,
4270,2,0.0131,,,,,,,,,,,
4271,2,0.0124,,,,,,,,,,,
4272,2,0.0078,,,,,,,,,,,
4273,2,0.0093,,,,,,,,,,,
4274,2,0.0086,,,,,,,,,,,
4275,2,0.0087,,,,,,,,,,,
4276,2,0.0084,,,,,,,,,,,
4277,2,0.0099,,,,,,,,,,,
4278,2,0.0087,,,,,,,,,,,
4279,2,0.0096,,,,,,,,,,,
4280,2,0.0098,,,,,,,,,,,
4281,2,0.0107,,,,,,,,,,,
4282,2,0.0088,,,,,,,,,,,
4283,2,0.01,,,,,,,,,,,
4284,2,0.0099,,,,,,,,,,,
4285,2,0.0094,,,,,,,,,,,
4286,2,0.01,,,,,,,,,,,
4287,2,0.0158,,,,,,,,,,,
4288,2,0.0128,,,,,,,,,,,
4289,2,0.0152,,,,,,,,,,,
4290,2,0.0212,,,,,,,,,,,
4291,2,0.1222,,,,,,,,,,,
4292,3,0.2246,,,,,,,,,,,
4293,3,0.2465,,,,,,,,,,,
4294,3,0.2533,,,,,,,,,,,
4295,3,0.3256,,,,,,,,,,,
4296,3,0.3351,,,,,,,,,,,
4297,3,0.3426,,,,,,,,,,,
4298,3,0.3257,,,,,,,,,,,
4299,3,0.3132,,,,,,,,,,,
4300,3,0.2942,,,,,,,,,,,
4301,3,0.2907,,,,,,,,,,,
4302,3,0.2963,,,,,,,,,,,
4303,3,0.325,,,,,,,,,,,
4304,3,0.3629,,,,,,,,,,,
4305,3,0.3345,,,,,,,,,,,
4306,3,0.3087,,,,,,,,,,,
4307,3,0.3001,,,,,,,,,,,
4308,3,0.2382,,,,,,,,,,,
4309,3,0.1767,,,,,,,,,,,
4310,2,0.1406,,,,,,,,,,,
4311,2,0.1086,,,,,,,,,,,
4312,2,0.0587,,,,,,,,,,,
4313,2,0.021,,,,,,,,,,,
4314,2,0.0141,,,,,,,,,,,
4315,2,0.0373,,,,,,,,,,,
4316,2,0.0156,,,,,,,,,,,
4317,2,0.0143,,,,,,,,,,,
4318,2,0.0093,,,,,,,,,,,
4319,2,0.0088,,,,,,,,,,,
4320,2,0.0093,,,,,,,,,,,
4321,2,0.0088,,,,,,,,,,,
4322,2,0.0089,,,,,,,,,,,
4323,2,0.0105,,,,,,,,,,,
4324,2,0.0079,,,,,,,,,,,
4325,2,0.0106,,,,,,,,,,,
4326,2,0.009,,,,,,,,,,,
4327,2,0.0091,,,,,,,,,,,
4328,2,0.0095,,,,,,,,,,,
4329,2,0.0097,,,,,,,,,,,
4330,2,0.0087,,,,,,,,,,,
4331,2,0.0101,,,,,,,,,,,
4332,2,0.0085,,,,,,,,,,,
4333,2,0.0091,,,,,,,,,,,
4334,2,0.0089,,,,,,,,,,,
4335,2,0.0162,,,,,,,,,,,
4336,2,0.0211,,,,,,,,,,,
4337,2,0.0806,,,,,,,,,,,
4338,2,0.1211,,,,,,,,,,,
4339,3,0.2107,,,,,,,,,,,
4340,3,0.2675,,,,,,,,,,,
4341,3,0.2622,,,,,,,,,,,
4342,3,0.2674,,,,,,,,,,,
4343,3,0.2504,,,,,,,,,,,
4344,3,0.2831,,,,,,,,,,,
4345,3,0.2902,,,,,,,,,,,
4346,3,0.2734,,,,,,,,,,,
4347,3,0.2631,,,,,,,,,,,
4348,3,0.264,,,,,,,,,,,
4349,3,0.1699,,,,,,,,,,,
4350,2,0.1311,,,,,,,,,,,
4351,2,0.136,,,,,,,,,,,
4352,2,0.1237,,,,,,,,,,,
4353,2,0.1092,,,,,,,,,,,
4354,2,0.1539,,,,,,,,,,,
4355,2,0.1289,,,,,,,,,,,
4356,2,0.11,,,,,,,,,,,
4357,2,0.073,,,,,,,,,,,
4358,2,0.0358,,,,,,,,,,,
4359,2,0.0165,,,,,,,,,,,
4360,2,0.018,,,,,,,,,,,
4361,2,0.0178,,,,,,,,,,,
4362,2,0.0153,,,,,,,,,,,
4363,2,0.0279,,,,,,,,,,,
4364,2,0.0229,,,,,,,,,,,
4365,2,0.0125,,,,,,,,,,,
4366,2,0.0095,,,,,,,,,,,
4367,2,0.008,,,,,,,,,,,
4368,2,0.0099,,,,,,,,,,,
4369,2,0.0087,,,,,,,,,,,
4370,2,0.009,,,,,,,,,,,
4371,2,0.01,,,,,,,,,,,
4372,2,0.0109,,,,,,,,,,,
4373,2,0.0092,,,,,,,,,,,
4374,2,0.0101,,,,,,,,,,,
4375,2,0.0104,,,,,,,,,,,
4376,2,0.0102,,,,,,,,,,,
4377,2,0.0094,,,,,,,,,,,
4378,2,0.0108,,,,,,,,,,,
4379,2,0.0102,,,,,,,,,,,
4380,2,0.0092,,,,,,,,,,,
4381,2,0.0106,,,,,,,,,,,
4382,2,0.0105,,,,,,,,,,,
4383,2,0.0057,,,,,,,,,,,
4384,2,0.0065,,,,,,,,,,,
4385,2,0.0102,,,,,,,,,,,
4386,2,0.0106,,,,,,,,,,,
4387,2,0.0114,,,,,,,,,,,
4388,2,0.0103,,,,,,,,,,,
4389,2,0.0112,,,,,,,,,,,
4390,2,0.0127,,,,,,,,,,,
4391,2,0.0138,,,,,,,,,,,
4392,2,0.0126,,,,,,,,,,,
4393,2,0.0102,,,,,,,,,,,
4394,2,0.0106,,,,,,,,,,,
4395,2,0.0115,,,,,,,,,,,
4396,2,0.01,,,,,,,,,,,
4397,2,0.0118,,,,,,,,,,,
4398,2,0.0114,,,,,,,,,,,
4399,2,0.0103,,,,,,,,,,,
4400,2,0.0099,,,,,,,,,,,
4401,2,0.0122,,,,,,,,,,,
4402,2,0.01,,,,,,,,,,,
4403,2,0.012,,,,,,,,,,,
4404,2,0.0096,,,,,,,,,,,
4405,2,0.01,,,,,,,,,,,
4406,2,0.0108,,,,,,,,,,,
4407,2,0.0155,,,,,,,,,,,
4408,2,0.0127,,,,,,,,,,,
4409,2,0.0137,,,,,,,,,,,
4410,2,0.026,,,,,,,,,,,
4411,2,0.015,,,,,,,,,,,
4412,2,0.0138,,,,,,,,,,,
4413,2,0.0142,,,,,,,,,,,
4414,2,0.0117,,,,,,,,,,,
4415,2,0.0106,,,,,,,,,,,
4416,2,0.0095,,,,,,,,,,,
4417,2,0.0095,,,,,,,,,,,
4418,2,0.0096,,,,,,,,,,,
4419,2,0.0111,,,,,,,,,,,
4420,2,0.0094,,,,,,,,,,,
4421,2,0.0099,,,,,,,,,,,
4422,2,0.0102,,,,,,,,,,,
4423,2,0.0109,,,,,,,,,,,
4424,2,0.0089,,,,,,,,,,,
4425,2,0.0112,,,,,,,,,,,
4426,2,0.01,,,,,,,,,,,
4427,2,0.0096,,,,,,,,,,,
4428,2,0.0105,,,,,,,,,,,
4429,2,0.0097,,,,,,,,,,,
4430,2,0.0125,,,,,,,,,,,
4431,2,0.0196,,,,,,,,,,,
4432,2,0.0279,,,,,,,,,,,
4433,2,0.0393,,,,,,,,,,,
4434,2,0.088,,,,,,,,,,,
4435,3,0.1775,,,,,,,,,,,
4436,3,0.2551,,,,,,,,,,,
4437,3,0.2659,,,,,,,,,,,
4438,3,0.3016,,,,,,,,,,,
4439,3,0.346,,,,,,,,,,,
4440,3,0.3859,,,,,,,,,,,
4441,3,0.3869,,,,,,,,,,,
4442,3,0.3896,,,,,,,,,,,
4443,3,0.3696,,,,,,,,,,,
4444,3,0.3049,,,,,,,,,,,
4445,3,0.3397,,,,,,,,,,,
4446,3,0.3224,,,,,,,,,,,
4447,3,0.3793,,,,,,,,,,,
4448,3,0.323,,,,,,,,,,,
4449,3,0.3419,,,,,,,,,,,
4450,3,0.3311,,,,,,,,,,,
4451,3,0.3092,,,,,,,,,,,
4452,3,0.2602,,,,,,,,,,,
4453,3,0.2305,,,,,,,,,,,
4454,2,0.1545,,,,,,,,,,,
4455,2,0.0689,,,,,,,,,,,
4456,2,0.0371,,,,,,,,,,,
4457,2,0.02,,,,,,,,,,,
4458,2,0.0316,,,,,,,,,,,
4459,2,0.0151,,,,,,,,,,,
4460,2,0.0142,,,,,,,,,,,
4461,2,0.0174,,,,,,,,,,,
4462,2,0.0156,,,,,,,,,,,
4463,2,0.014,,,,,,,,,,,
4464,2,0.0127,,,,,,,,,,,
4465,2,0.014,,,,,,,,,,,
4466,2,0.0135,,,,,,,,,,,
4467,2,0.0125,,,,,,,,,,,
4468,2,0.0124,,,,,,,,,,,
4469,2,0.0127,,,,,,,,,,,
4470,2,0.0139,,,,,,,,,,,
4471,2,0.0117,,,,,,,,,,,
4472,2,0.0138,,,,,,,,,,,
4473,2,0.0129,,,,,,,,,,,
4474,2,0.013,,,,,,,,,,,
4475,2,0.0143,,,,,,,,,,,
4476,2,0.0128,,,,,,,,,,,
4477,2,0.01,,,,,,,,,,,
4478,2,0.0152,,,,,,,,,,,
4479,2,0.0193,,,,,,,,,,,
4480,2,0.0207,,,,,,,,,,,
4481,2,0.0232,,,,,,,,,,,
4482,2,0.0199,,,,,,,,,,,
4483,2,0.1181,,,,,,,,,,,
4484,3,0.2742,,,,,,,,,,,
4485,3,0.2884,,,,,,,,,,,
4486,3,0.2975,,,,,,,,,,,
4487,3,0.3303,,,,,,,,,,,
4488,3,0.348,,,,,,,,,,,
4489,3,0.336,,,,,,,,,,,
4490,3,0.3031,,,,,,,,,,,
4491,3,0.264,,,,,,,,,,,
4492,3,0.252,,,,,,,,,,,
4493,3,0.2766,,,,,,,,,,,
4494,3,0.3087,,,,,,,,,,,
4495,3,0.3054,,,,,,,,,,,
4496,3,0.3182,,,,,,,,,,,
4497,3,0.3259,,,,,,,,,,,
4498,3,0.3148,,,,,,,,,,,
4499,3,0.2944,,,,,,,,,,,
4500,3,0.2421,,,,,,,,,,,
4501,3,0.1869,,,,,,,,,,,
4502,2,0.1203,,,,,,,,,,,
4503,2,0.0547,,,,,,,,,,,
4504,2,0.0319,,,,,,,,,,,
4505,2,0.0189,,,,,,,,,,,
4506,2,0.0141,,,,,,,,,,,
4507,2,0.0143,,,,,,,,,,,
4508,2,0.0341,,,,,,,,,,,
4509,2,0.0133,,,,,,,,,,,
4510,2,0.0094,,,,,,,,,,,
4511,2,0.0086,,,,,,,,,,,
4512,2,0.0097,,,,,,,,,,,
4513,2,0.008,,,,,,,,,,,
4514,2,0.0086,,,,,,,,,,,
4515,2,0.0085,,,,,,,,,,,
4516,2,0.0095,,,,,,,,,,,
4517,2,0.0071,,,,,,,,,,,
4518,2,0.009,,,,,,,,,,,
4519,2,0.0087,,,,,,,,,,,
4520,2,0.0081,,,,,,,,,,,
4521,2,0.0081,,,,,,,,,,,
4522,2,0.0092,,,,,,,,,,,
4523,2,0.0082,,,,,,,,,,,
4524,2,0.008,,,,,,,,,,,
4525,2,0.0081,,,,,,,,,,,
4526,2,0.0058,,,,,,,,,,,
4527,2,0.0167,,,,,,,,,,,
4528,2,0.0148,,,,,,,,,,,
4529,2,0.0192,,,,,,,,,,,
4530,2,0.0654,,,,,,,,,,,
4531,3,0.2133,,,,,,,,,,,
4532,3,0.2669,,,,,,,,,,,
4533,3,0.2731,,,,,,,,,,,
4534,3,0.3354,,,,,,,,,,,
4535,3,0.4117,,,,,,,,,,,
4536,3,0.4092,,,,,,,,,,,
4537,3,0.4038,,,,,,,,,,,
4538,3,0.3988,,,,,,,,,,,
4539,3,0.3784,,,,,,,,,,,
4540,3,0.3178,,,,,,,,,,,
4541,3,0.3088,,,,,,,,,,,
4542,3,0.3668,,,,,,,,,,,
4543,3,0.3736,,,,,,,,,,,
4544,3,0.3887,,,,,,,,,,,
4545,3,0.3844,,,,,,,,,,,
4546,3,0.3531,,,,,,,,,,,
4547,3,0.3397,,,,,,,,,,,
4548,3,0.2863,,,,,,,,,,,
4549,3,0.2186,,,,,,,,,,,
4550,2,0.1411,,,,,,,,,,,
4551,2,0.0918,,,,,,,,,,,
4552,2,0.0517,,,,,,,,,,,
4553,2,0.0338,,,,,,,,,,,
4554,2,0.0182,,,,,,,,,,,
4555,2,0.0295,,,,,,,,,,,
4556,2,0.0138,,,,,,,,,,,
4557,2,0.0144,,,,,,,,,,,
4558,2,0.0158,,,,,,,,,,,
4559,2,0.0122,,,,,,,,,,,
4560,2,0.0097,,,,,,,,,,,
4561,2,0.0095,,,,,,,,,,,
4562,2,0.0094,,,,,,,,,,,
4563,2,0.01,,,,,,,,,,,
4564,2,0.0093,,,,,,,,,,,
4565,2,0.0101,,,,,,,,,,,
4566,2,0.0091,,,,,,,,,,,
4567,2,0.0104,,,,,,,,,,,
4568,2,0.0091,,,,,,,,,,,
4569,2,0.0092,,,,,,,,,,,
4570,2,0.0091,,,,,,,,,,,
4571,2,0.0104,,,,,,,,,,,
4572,2,0.0092,,,,,,,,,,,
4573,2,0.009,,,,,,,,,,,
4574,2,0.0076,,,,,,,,,,,
4575,2,0.0182,,,,,,,,,,,
4576,2,0.0129,,,,,,,,,,,
4577,2,0.0132,,,,,,,,,,,
4578,2,0.0474,,,,,,,,,,,
4579,2,0.1391,,,,,,,,,,,
4580,3,0.2658,,,,,,,,,,,
4581,3,0.2668,,,,,,,,,,,
4582,3,0.3425,,,,,,,,,,,
4583,3,0.3565,,,,,,,,,,,
4584,3,0.3471,,,,,,,,,,,
4585,3,0.3558,,,,,,,,,,,
4586,3,0.3648,,,,,,,,,,,
4587,3,0.3374,,,,,,,,,,,
4588,3,0.2731,,,,,,,,,,,
4589,3,0.2746,,,,,,,,,,,
4590,3,0.3416,,,,,,,,,,,
4591,3,0.3634,,,,,,,,,,,
4592,3,0.3867,,,,,,,,,,,
4593,3,0.3483,,,,,,,,,,,
4594,3,0.3471,,,,,,,,,,,
4595,3,0.3085,,,,,,,,,,,
4596,3,0.2958,,,,,,,,,,,
4597,3,0.1979,,,,,,,,,,,
4598,2,0.1123,,,,,,,,,,,
4599,2,0.0755,,,,,,,,,,,
4600,2,0.0572,,,,,,,,,,,
4601,2,0.0385,,,,,,,,,,,
4602,2,0.0378,,,,,,,,,,,
4603,2,0.0149,,,,,,,,,,,
4604,2,0.0178,,,,,,,,,,,
4605,2,0.0448,,,,,,,,,,,
4606,2,0.0424,,,,,,,,,,,
4607,2,0.0095,,,,,,,,,,,
4608,2,0.0086,,,,,,,,,,,
4609,2,0.0073,,,,,,,,,,,
4610,2,0.0092,,,,,,,,,,,
4611,2,0.0088,,,,,,,,,,,
4612,2,0.0091,,,,,,,,,,,
4613,2,0.0091,,,,,,,,,,,
4614,2,0.0099,,,,,,,,,,,
4615,2,0.0103,,,,,,,,,,,
4616,2,0.0086,,,,,,,,,,,
4617,2,0.0099,,,,,,,,,,,
4618,2,0.0098,,,,,,,,,,,
4619,2,0.01,,,,,,,,,,,
4620,2,0.0083,,,,,,,,,,,
4621,2,0.0087,,,,,,,,,,,
4622,2,0.0056,,,,,,,,,,,
4623,2,0.0161,,,,,,,,,,,
4624,2,0.0172,,,,,,,,,,,
4625,2,0.0227,,,,,,,,,,,
4626,2,0.0406,,,,,,,,,,,
4627,2,0.1596,,,,,,,,,,,
4628,3,0.2549,,,,,,,,,,,
4629,3,0.2275,,,,,,,,,,,
4630,3,0.2935,,,,,,,,,,,
4631,3,0.2815,,,,,,,,,,,
4632,3,0.2862,,,,,,,,,,,
4633,3,0.2899,,,,,,,,,,,
4634,3,0.2801,,,,,,,,,,,
4635,3,0.2837,,,,,,,,,,,
4636,3,0.3046,,,,,,,,,,,
4637,3,0.3163,,,,,,,,,,,
4638,3,0.3137,,,,,,,,,,,
4639,3,0.2939,,,,,,,,,,,
4640,3,0.3046,,,,,,,,,,,
4641,3,0.2725,,,,,,,,,,,
4642,3,0.2637,,,,,,,,,,,
4643,3,0.2597,,,,,,,,,,,
4644,3,0.2502,,,,,,,,,,,
4645,3,0.1691,,,,,,,,,,,
4646,2,0.113,,,,,,,,,,,
4647,2,0.0714,,,,,,,,,,,
4648,2,0.0489,,,,,,,,,,,
4649,2,0.0199,,,,,,,,,,,
4650,2,0.0186,,,,,,,,,,,
4651,2,0.0181,,,,,,,,,,,
4652,2,0.0147,,,,,,,,,,,
4653,2,0.0205,,,,,,,,,,,
4654,2,0.0317,,,,,,,,,,,
4655,2,0.0103,,,,,,,,,,,
4656,2,0.0103,,,,,,,,,,,
4657,2,0.0101,,,,,,,,,,,
4658,2,0.0112,,,,,,,,,,,
4659,2,0.0116,,,,,,,,,,,
4660,2,0.0118,,,,,,,,,,,
4661,2,0.0113,,,,,,,,,,,
4662,2,0.0106,,,,,,,,,,,
4663,2,0.0116,,,,,,,,,,,
4664,2,0.0121,,,,,,,,,,,
4665,2,0.0117,,,,,,,,,,,
4666,2,0.0108,,,,,,,,,,,
4667,2,0.0111,,,,,,,,,,,
4668,2,0.012,,,,,,,,,,,
4669,2,0.0113,,,,,,,,,,,
4670,2,0.0124,,,,,,,,,,,
4671,2,0.0161,,,,,,,,,,,
4672,2,0.0257,,,,,,,,,,,
4673,2,0.0705,,,,,,,,,,,
4674,2,0.1223,,,,,,,,,,,
4675,3,0.2479,,,,,,,,,,,
4676,3,0.2714,,,,,,,,,,,
4677,3,0.2526,,,,,,,,,,,
4678,3,0.2892,,,,,,,,,,,
4679,3,0.3185,,,,,,,,,,,
4680,3,0.3308,,,,,,,,,,,
4681,3,0.3417,,,,,,,,,,,
4682,3,0.3599,,,,,,,,,,,
4683,3,0.3464,,,,,,,,,,,
4684,3,0.3033,,,,,,,,,,,
4685,3,0.2543,,,,,,,,,,,
4686,3,0.2283,,,,,,,,,,,
4687,3,0.2394,,,,,,,,,,,
4688,3,0.2407,,,,,,,,,,,
4689,3,0.1943,,,,,,,,,,,
4690,3,0.165,,,,,,,,,,,
4691,2,0.1361,,,,,,,,,,,
4692,2,0.0966,,,,,,,,,,,
4693,2,0.089,,,,,,,,,,,
4694,2,0.0632,,,,,,,,,,,
4695,2,0.0392,,,,,,,,,,,
4696,2,0.0221,,,,,,,,,,,
4697,2,0.0127,,,,,,,,,,,
4698,2,0.0131,,,,,,,,,,,
4699,2,0.0124,,,,,,,,,,,
4700,2,0.0148,,,,,,,,,,,
4701,2,0.014,,,,,,,,,,,
4702,2,0.0108,,,,,,,,,,,
4703,2,0.0103,,,,,,,,,,,
4704,2,0.0112,,,,,,,,,,,
4705,2,0.0095,,,,,,,,,,,
4706,2,0.0101,,,,,,,,,,,
4707,2,0.0097,,,,,,,,,,,
4708,2,0.0104,,,,,,,,,,,
4709,2,0.0098,,,,,,,,,,,
4710,2,0.0106,,,,,,,,,,,
4711,2,0.0108,,,,,,,,,,,
4712,2,0.0109,,,,,,,,,,,
4713,2,0.0107,,,,,,,,,,,
4714,2,0.0109,,,,,,,,,,,
4715,2,0.0108,,,,,,,,,,,
4716,2,0.0108,,,,,,,,,,,
4717,2,0.009,,,,,,,,,,,
4718,2,0.0055,,,,,,,,,,,
4719,2,0.0053,,,,,,,,,,,
4720,2,0.0257,,,,,,,,,,,
4721,2,0.0077,,,,,,,,,,,
4722,2,0.0099,,,,,,,,,,,
4723,2,0.0108,,,,,,,,,,,
4724,2,0.0103,,,,,,,,,,,
4725,2,0.0109,,,,,,,,,,,
4726,2,0.0103,,,,,,,,,,,
4727,2,0.0118,,,,,,,,,,,
4728,2,0.0093,,,,,,,,,,,
4729,2,0.011,,,,,,,,,,,
4730,2,0.01,,,,,,,,,,,
4731,2,0.011,,,,,,,,,,,
4732,2,0.01,,,,,,,,,,,
4733,2,0.0091,,,,,,,,,,,
4734,2,0.007,,,,,,,,,,,
4735,2,0.0083,,,,,,,,,,,
4736,2,0.0084,,,,,,,,,,,
4737,2,0.0088,,,,,,,,,,,
4738,2,0.0088,,,,,,,,,,,
4739,2,0.0102,,,,,,,,,,,
4740,2,0.0076,,,,,,,,,,,
4741,2,0.0074,,,,,,,,,,,
4742,2,0.0098,,,,,,,,,,,
4743,2,0.0123,,,,,,,,,,,
4744,2,0.0146,,,,,,,,,,,
4745,2,0.0144,,,,,,,,,,,
4746,2,0.0143,,,,,,,,,,,
4747,2,0.0313,,,,,,,,,,,
4748,2,0.0154,,,,,,,,,,,
4749,2,0.0153,,,,,,,,,,,
4750,2,0.012,,,,,,,,,,,
4751,2,0.0102,,,,,,,,,,,
4752,2,0.0115,,,,,,,,,,,
4753,2,0.0103,,,,,,,,,,,
4754,2,0.0122,,,,,,,,,,,
4755,2,0.0116,,,,,,,,,,,
4756,2,0.013,,,,,,,,,,,
4757,2,0.0117,,,,,,,,,,,
4758,2,0.013,,,,,,,,,,,
4759,2,0.0122,,,,,,,,,,,
4760,2,0.0136,,,,,,,,,,,
4761,2,0.0128,,,,,,,,,,,
4762,2,0.0136,,,,,,,,,,,
4763,2,0.0113,,,,,,,,,,,
4764,2,0.013,,,,,,,,,,,
4765,2,0.009,,,,,,,,,,,
4766,2,0.0108,,,,,,,,,,,
4767,2,0.0165,,,,,,,,,,,
4768,2,0.0439,,,,,,,,,,,
4769,2,0.0498,,,,,,,,,,,
4770,2,0.0762,,,,,,,,,,,
4771,3,0.1671,,,,,,,,,,,
4772,3,0.2825,,,,,,,,,,,
4773,3,0.3386,,,,,,,,,,,
4774,3,0.3943,,,,,,,,,,,
